angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.09,,"[2002, 852, 186, 233]",,0.0,,0.05,,0.01,,0.02,,0.82,,0.0,
0.08,,"[2003, 851, 185, 234]",,0.0,,0.04,,0.0,,0.02,,0.85,,0.0,
0.08,,"[2004, 850, 186, 234]",,0.0,,0.09,,0.0,,0.06,,0.77,,0.0,
0.09,,"[2005, 851, 185, 232]",,0.0,,0.1,,0.0,,0.13,,0.67,,0.0,
0.08,,"[2007, 855, 176, 225]",,0.0,,0.1,,0.0,,0.06,,0.75,,0.0,
0.07,,"[2008, 855, 175, 225]",,0.0,,0.06,,0.0,,0.13,,0.73,,0.0,
0.05,,"[2008, 857, 176, 222]",,0.0,,0.06,,0.01,,0.17,,0.72,,0.0,
0.08,,"[2008, 857, 177, 225]",,0.0,,0.08,,0.0,,0.12,,0.71,,0.0,
0.17,,"[2007, 856, 178, 229]",,0.0,,0.06,,0.0,,0.06,,0.71,,0.0,
0.18,,"[2008, 859, 174, 231]",,0.01,,0.04,,0.0,,0.07,,0.7,,0.0,
0.25,,"[2006, 858, 175, 233]",,0.01,,0.04,,0.0,,0.06,,0.64,,0.0,
0.26,,"[2006, 859, 175, 233]",,0.01,,0.03,,0.0,,0.04,,0.66,,0.0,
0.17,,"[2005, 857, 176, 237]",,0.0,,0.03,,0.0,,0.03,,0.77,,0.0,
0.15,,"[2004, 859, 183, 236]",,0.04,,0.05,,0.0,,0.02,,0.73,,0.0,
0.15,,"[2004, 859, 184, 234]",,0.01,,0.06,,0.0,,0.05,,0.74,,0.0,
0.11,,"[2004, 859, 185, 234]",,0.01,,0.06,,0.0,,0.07,,0.75,,0.0,
0.11,,"[2006, 859, 185, 233]",,0.02,,0.07,,0.0,,0.12,,0.68,,0.0,
0.2,,"[2002, 854, 187, 241]",,0.01,,0.09,,0.01,,0.16,,0.53,,0.0,
0.21,,"[2003, 853, 188, 242]",,0.0,,0.1,,0.01,,0.23,,0.44,,0.0,
0.31,,"[2005, 854, 187, 240]",,0.01,,0.11,,0.01,,0.16,,0.4,,0.0,
0.26,,"[2014, 858, 173, 229]",,0.01,,0.09,,0.01,,0.1,,0.53,,0.0,
0.32,,"[2007, 856, 183, 232]",,0.0,,0.12,,0.01,,0.25,,0.29,,0.0,
0.23,,"[2008, 857, 183, 230]",,0.0,,0.1,,0.01,,0.36,,0.3,,0.0,
0.15,,"[2009, 855, 181, 230]",,0.0,,0.05,,0.01,,0.4,,0.4,,0.0,
0.14,,"[2010, 855, 181, 230]",,0.0,,0.07,,0.01,,0.47,,0.32,,0.0,
0.14,,"[2010, 855, 181, 230]",,0.0,,0.07,,0.01,,0.46,,0.32,,0.0,
0.23,,"[2010, 858, 181, 229]",,0.0,,0.07,,0.01,,0.22,,0.47,,0.0,
0.23,,"[2009, 856, 183, 233]",,0.0,,0.08,,0.0,,0.09,,0.59,,0.0,
0.21,,"[2008, 855, 181, 235]",,0.0,,0.06,,0.01,,0.15,,0.56,,0.0,
0.15,,"[2005, 854, 186, 243]",,0.0,,0.08,,0.01,,0.23,,0.52,,0.0,
0.22,,"[2005, 858, 186, 237]",,0.0,,0.08,,0.02,,0.28,,0.4,,0.0,
0.2,,"[2006, 857, 184, 241]",,0.0,,0.1,,0.01,,0.22,,0.46,,0.0,
0.12,,"[2009, 860, 182, 237]",,0.0,,0.08,,0.01,,0.32,,0.45,,0.0,
0.1,,"[2009, 857, 181, 242]",,0.0,,0.06,,0.07,,0.3,,0.47,,0.0,
0.2,,"[2007, 854, 184, 248]",,0.0,,0.04,,0.07,,0.49,,0.21,,0.0,
0.23,,"[2004, 856, 188, 249]",,0.0,,0.05,,0.06,,0.19,,0.48,,0.0,
0.22,,"[2003, 856, 189, 251]",,0.0,,0.06,,0.07,,0.29,,0.36,,0.0,
0.23,,"[2009, 855, 181, 247]",,0.0,,0.04,,0.11,,0.22,,0.41,,0.0,
0.12,,"[2004, 859, 185, 245]",,0.0,,0.02,,0.1,,0.51,,0.24,,0.0,
0.34,,"[2005, 859, 187, 248]",,0.0,,0.05,,0.02,,0.08,,0.5,,0.0,
0.43,,"[2006, 858, 185, 249]",,0.01,,0.06,,0.02,,0.09,,0.38,,0.0,
0.5,,"[2006, 857, 186, 249]",,0.01,,0.06,,0.02,,0.05,,0.37,,0.0,
0.58,,"[2006, 859, 187, 247]",,0.01,,0.04,,0.03,,0.05,,0.28,,0.0,
0.18,,"[2006, 856, 188, 251]",,0.01,,0.05,,0.06,,0.07,,0.62,,0.0,
0.23,,"[2007, 855, 187, 251]",,0.01,,0.04,,0.16,,0.09,,0.47,,0.0,
0.31,,"[2008, 858, 187, 249]",,0.01,,0.06,,0.08,,0.06,,0.48,,0.0,
0.47,,"[2008, 857, 187, 246]",,0.0,,0.05,,0.14,,0.06,,0.27,,0.0,
0.43,,"[2010, 857, 184, 245]",,0.0,,0.06,,0.16,,0.07,,0.28,,0.0,
0.49,,"[2011, 857, 184, 244]",,0.0,,0.06,,0.15,,0.06,,0.23,,0.0,
0.4,,"[2012, 858, 185, 242]",,0.0,,0.07,,0.13,,0.07,,0.33,,0.0,
0.31,,"[2013, 858, 184, 242]",,0.0,,0.07,,0.09,,0.05,,0.48,,0.0,
0.19,,"[2012, 858, 186, 242]",,0.0,,0.08,,0.12,,0.16,,0.44,,0.0,
0.18,,"[2011, 857, 186, 244]",,0.01,,0.08,,0.11,,0.2,,0.42,,0.0,
0.27,,"[2010, 858, 185, 244]",,0.02,,0.04,,0.06,,0.21,,0.41,,0.0,
0.23,,"[2010, 858, 185, 244]",,0.01,,0.03,,0.04,,0.16,,0.52,,0.0,
0.16,,"[2013, 861, 182, 238]",,0.0,,0.04,,0.04,,0.34,,0.43,,0.0,
0.16,,"[2013, 861, 182, 238]",,0.0,,0.04,,0.03,,0.32,,0.44,,0.0,
0.14,,"[2010, 863, 181, 230]",,0.0,,0.02,,0.02,,0.61,,0.21,,0.0,
0.15,,"[2010, 862, 181, 232]",,0.0,,0.03,,0.01,,0.52,,0.28,,0.0,
0.17,,"[2006, 857, 184, 236]",,0.0,,0.03,,0.02,,0.57,,0.21,,0.0,
0.24,0.2,"[2004, 856, 182, 236]","[3329, 2050, 21, 27]",0.0,0.0,0.02,0.14,0.01,0.31,0.47,0.06,0.25,0.29,0.0,0.0
0.13,,"[2002, 857, 182, 234]",,0.0,,0.02,,0.03,,0.69,,0.13,,0.0,
0.17,,"[2002, 859, 182, 229]",,0.0,,0.02,,0.01,,0.57,,0.22,,0.0,
0.14,,"[2000, 859, 181, 228]",,0.0,,0.03,,0.02,,0.59,,0.22,,0.0,
0.08,,"[2003, 860, 176, 225]",,0.0,,0.03,,0.02,,0.72,,0.15,,0.0,
0.1,,"[2001, 861, 176, 224]",,0.0,,0.04,,0.02,,0.65,,0.19,,0.0,
0.09,,"[1998, 860, 182, 233]",,0.0,,0.08,,0.0,,0.4,,0.43,,0.0,
0.17,,"[1997, 864, 183, 230]",,0.01,,0.1,,0.0,,0.32,,0.4,,0.0,
0.05,,"[1999, 863, 183, 231]",,0.0,,0.11,,0.0,,0.37,,0.47,,0.0,
0.09,,"[1996, 862, 184, 237]",,0.01,,0.08,,0.01,,0.46,,0.36,,0.0,
0.22,,"[1998, 862, 183, 239]",,0.01,,0.14,,0.01,,0.24,,0.38,,0.0,
0.27,,"[1996, 867, 181, 237]",,0.02,,0.05,,0.01,,0.12,,0.52,,0.0,
0.37,,"[1992, 866, 179, 236]",,0.01,,0.04,,0.01,,0.18,,0.38,,0.0,
0.45,,"[1991, 864, 181, 235]",,0.01,,0.05,,0.02,,0.09,,0.38,,0.0,
0.37,,"[1990, 863, 182, 234]",,0.02,,0.06,,0.02,,0.1,,0.42,,0.0,
0.22,,"[1993, 863, 180, 237]",,0.13,,0.05,,0.0,,0.04,,0.57,,0.0,
0.09,,"[1991, 864, 177, 231]",,0.03,,0.04,,0.0,,0.09,,0.75,,0.0,
0.14,,"[1988, 856, 188, 244]",,0.03,,0.08,,0.0,,0.07,,0.68,,0.0,
0.1,,"[1988, 860, 183, 235]",,0.01,,0.03,,0.0,,0.08,,0.77,,0.0,
0.19,,"[1988, 861, 183, 236]",,0.03,,0.04,,0.0,,0.06,,0.67,,0.0,
0.18,,"[1988, 861, 184, 236]",,0.02,,0.05,,0.01,,0.17,,0.57,,0.0,
0.34,,"[1992, 859, 183, 238]",,0.0,,0.07,,0.01,,0.23,,0.34,,0.0,
0.24,,"[1993, 864, 181, 231]",,0.0,,0.06,,0.05,,0.26,,0.39,,0.0,
0.23,,"[1990, 859, 188, 240]",,0.01,,0.07,,0.0,,0.15,,0.54,,0.0,
0.44,,"[1988, 857, 190, 244]",,0.01,,0.05,,0.01,,0.24,,0.25,,0.0,
0.43,,"[1989, 856, 190, 245]",,0.0,,0.04,,0.02,,0.16,,0.35,,0.0,
0.25,,"[1992, 858, 183, 239]",,0.0,,0.09,,0.02,,0.3,,0.33,,0.0,
0.27,,"[1990, 855, 188, 244]",,0.0,,0.08,,0.02,,0.29,,0.34,,0.0,
0.36,,"[1991, 855, 188, 243]",,0.0,,0.06,,0.06,,0.26,,0.26,,0.0,
0.23,,"[1990, 855, 187, 243]",,0.01,,0.06,,0.04,,0.36,,0.3,,0.0,
0.21,,"[1990, 855, 187, 243]",,0.01,,0.07,,0.03,,0.36,,0.33,,0.0,
0.33,,"[1991, 855, 187, 244]",,0.0,,0.06,,0.09,,0.22,,0.3,,0.0,
0.32,,"[1989, 854, 191, 249]",,0.0,,0.05,,0.34,,0.13,,0.16,,0.0,
0.42,,"[1991, 862, 183, 235]",,0.01,,0.08,,0.05,,0.14,,0.3,,0.0,
0.32,,"[1991, 858, 184, 244]",,0.0,,0.04,,0.05,,0.24,,0.35,,0.0,
0.36,,"[1993, 861, 182, 239]",,0.0,,0.08,,0.03,,0.14,,0.38,,0.0,
0.42,,"[1990, 859, 185, 244]",,0.0,,0.03,,0.04,,0.14,,0.37,,0.0,
0.22,,"[1992, 861, 182, 242]",,0.01,,0.08,,0.02,,0.25,,0.42,,0.0,
0.15,,"[1993, 857, 183, 241]",,0.0,,0.05,,0.01,,0.47,,0.31,,0.0,
0.21,,"[1992, 861, 181, 238]",,0.0,,0.06,,0.0,,0.4,,0.33,,0.0,
0.17,,"[1991, 862, 182, 235]",,0.0,,0.06,,0.0,,0.29,,0.47,,0.0,
0.23,,"[1985, 855, 190, 246]",,0.01,,0.07,,0.01,,0.35,,0.33,,0.0,
0.21,,"[1985, 860, 186, 238]",,0.0,,0.08,,0.01,,0.36,,0.33,,0.0,
0.28,,"[1984, 859, 187, 239]",,0.0,,0.1,,0.0,,0.23,,0.38,,0.0,
0.26,,"[1984, 859, 187, 238]",,0.01,,0.1,,0.01,,0.22,,0.41,,0.0,
0.31,,"[1983, 857, 187, 240]",,0.01,,0.07,,0.01,,0.18,,0.42,,0.0,
0.38,,"[1982, 854, 190, 249]",,0.04,,0.08,,0.0,,0.08,,0.41,,0.0,
0.23,,"[1981, 855, 191, 248]",,0.02,,0.05,,0.0,,0.04,,0.66,,0.0,
0.13,,"[1980, 859, 190, 237]",,0.02,,0.05,,0.0,,0.04,,0.76,,0.0,
0.14,,"[1979, 856, 192, 248]",,0.06,,0.04,,0.0,,0.07,,0.68,,0.0,
0.2,,"[1979, 863, 187, 232]",,0.0,,0.04,,0.0,,0.08,,0.67,,0.0,
0.21,,"[1979, 863, 185, 233]",,0.01,,0.04,,0.01,,0.08,,0.65,,0.0,
0.21,,"[1979, 861, 186, 236]",,0.01,,0.05,,0.01,,0.09,,0.63,,0.0,
0.26,,"[1977, 857, 191, 245]",,0.02,,0.08,,0.0,,0.1,,0.53,,0.0,
0.25,,"[1976, 858, 192, 244]",,0.01,,0.07,,0.01,,0.12,,0.55,,0.0,
0.16,,"[1978, 864, 188, 234]",,0.01,,0.1,,0.03,,0.16,,0.55,,0.0,
0.17,,"[1978, 863, 188, 235]",,0.01,,0.08,,0.03,,0.2,,0.51,,0.0,
0.08,,"[1978, 864, 188, 234]",,0.0,,0.05,,0.07,,0.42,,0.38,,0.0,
0.08,,"[1978, 864, 188, 234]",,0.0,,0.05,,0.07,,0.42,,0.38,,0.0,
0.14,,"[1981, 869, 183, 232]",,0.0,,0.04,,0.03,,0.19,,0.6,,0.0,
0.14,,"[1982, 870, 182, 232]",,0.01,,0.03,,0.0,,0.05,,0.77,,0.0,
0.14,,"[1983, 869, 181, 234]",,0.01,,0.02,,0.0,,0.04,,0.78,,0.0,
0.14,,"[1983, 870, 182, 229]",,0.0,,0.03,,0.0,,0.11,,0.71,,0.0,
0.15,,"[1983, 870, 183, 228]",,0.01,,0.05,,0.01,,0.16,,0.62,,0.0,
0.16,,"[1982, 870, 185, 227]",,0.0,,0.06,,0.0,,0.2,,0.58,,0.0,
0.17,0.26,"[1982, 869, 185, 229]","[3331, 2049, 21, 28]",0.01,0.03,0.04,0.22,0.0,0.05,0.17,0.06,0.6,0.36,0.0,0.01
0.19,,"[1981, 863, 184, 234]",,0.01,,0.05,,0.01,,0.41,,0.33,,0.0,
0.19,,"[1978, 862, 188, 237]",,0.0,,0.06,,0.01,,0.36,,0.37,,0.0,
0.15,,"[1978, 863, 187, 235]",,0.0,,0.06,,0.01,,0.32,,0.46,,0.0,
0.24,,"[1978, 864, 185, 232]",,0.0,,0.05,,0.01,,0.26,,0.44,,0.0,
0.22,,"[1977, 863, 185, 232]",,0.0,,0.05,,0.01,,0.38,,0.34,,0.0,
0.19,,"[1974, 861, 182, 234]",,0.0,,0.05,,0.01,,0.35,,0.39,,0.0,
0.12,,"[1974, 860, 182, 235]",,0.0,,0.04,,0.01,,0.51,,0.32,,0.0,
0.38,,"[1973, 861, 184, 240]",,0.0,,0.17,,0.0,,0.11,,0.31,,0.03,
0.36,,"[1973, 861, 184, 240]",,0.0,,0.14,,0.01,,0.12,,0.33,,0.04,
0.24,,"[1973, 862, 185, 242]",,0.0,,0.13,,0.02,,0.08,,0.51,,0.02,
0.26,,"[1972, 861, 188, 240]",,0.0,,0.1,,0.03,,0.22,,0.36,,0.02,
0.24,,"[1972, 862, 189, 242]",,0.0,,0.08,,0.03,,0.28,,0.35,,0.01,
0.2,,"[1974, 870, 184, 232]",,0.0,,0.05,,0.02,,0.26,,0.47,,0.0,
0.21,,"[1975, 872, 183, 230]",,0.0,,0.08,,0.01,,0.25,,0.44,,0.0,
0.23,,"[1974, 872, 183, 231]",,0.0,,0.09,,0.0,,0.11,,0.57,,0.0,
0.25,,"[1973, 870, 183, 232]",,0.0,,0.05,,0.01,,0.26,,0.42,,0.0,
0.26,,"[1972, 870, 183, 233]",,0.0,,0.06,,0.01,,0.15,,0.52,,0.0,
0.21,,"[1971, 870, 184, 232]",,0.0,,0.04,,0.0,,0.21,,0.52,,0.0,
0.28,,"[1969, 865, 186, 236]",,0.01,,0.07,,0.0,,0.12,,0.51,,0.0,
0.28,,"[1968, 866, 185, 235]",,0.01,,0.04,,0.01,,0.2,,0.46,,0.0,
0.31,,"[1969, 867, 182, 231]",,0.01,,0.03,,0.0,,0.14,,0.51,,0.0,
0.28,,"[1968, 866, 182, 231]",,0.01,,0.03,,0.0,,0.11,,0.57,,0.0,
0.23,,"[1967, 865, 184, 232]",,0.01,,0.03,,0.0,,0.11,,0.63,,0.0,
0.25,,"[1967, 866, 183, 231]",,0.0,,0.04,,0.0,,0.09,,0.61,,0.0,
0.19,,"[1967, 866, 184, 235]",,0.0,,0.09,,0.03,,0.18,,0.49,,0.02,
0.25,,"[1966, 865, 187, 238]",,0.0,,0.1,,0.02,,0.09,,0.53,,0.01,
0.27,,"[1966, 865, 187, 238]",,0.0,,0.11,,0.02,,0.11,,0.47,,0.02,
0.26,,"[1967, 867, 183, 233]",,0.0,,0.08,,0.01,,0.18,,0.46,,0.01,
0.33,,"[1970, 869, 182, 229]",,0.0,,0.07,,0.01,,0.26,,0.33,,0.0,
0.26,,"[1969, 868, 183, 230]",,0.0,,0.14,,0.02,,0.3,,0.26,,0.02,
0.28,,"[1969, 867, 182, 231]",,0.0,,0.09,,0.02,,0.28,,0.32,,0.01,
0.34,,"[1969, 869, 183, 228]",,0.0,,0.07,,0.01,,0.28,,0.29,,0.01,
0.34,,"[1969, 868, 182, 231]",,0.0,,0.1,,0.01,,0.23,,0.31,,0.01,
0.37,,"[1968, 868, 183, 231]",,0.0,,0.09,,0.02,,0.21,,0.3,,0.01,
0.35,,"[1969, 868, 182, 231]",,0.0,,0.09,,0.02,,0.23,,0.3,,0.01,
0.25,,"[1966, 866, 185, 233]",,0.0,,0.06,,0.02,,0.21,,0.45,,0.01,
0.27,,"[1966, 866, 186, 233]",,0.0,,0.07,,0.03,,0.22,,0.4,,0.01,
0.29,,"[1968, 867, 183, 232]",,0.0,,0.1,,0.03,,0.27,,0.29,,0.02,
0.25,,"[1966, 866, 185, 232]",,0.0,,0.09,,0.03,,0.25,,0.38,,0.01,
0.25,,"[1966, 867, 186, 233]",,0.0,,0.08,,0.02,,0.23,,0.41,,0.01,
0.23,,"[1968, 867, 183, 231]",,0.0,,0.08,,0.03,,0.25,,0.41,,0.01,
0.21,,"[1968, 868, 184, 231]",,0.0,,0.08,,0.06,,0.29,,0.34,,0.02,
0.19,,"[1967, 865, 184, 232]",,0.0,,0.06,,0.04,,0.36,,0.35,,0.0,
0.17,,"[1967, 864, 185, 233]",,0.0,,0.08,,0.05,,0.38,,0.3,,0.01,
0.23,,"[1965, 867, 189, 231]",,0.0,,0.06,,0.03,,0.19,,0.49,,0.01,
0.2,,"[1966, 864, 185, 234]",,0.0,,0.03,,0.07,,0.31,,0.39,,0.01,
0.21,,"[1966, 864, 185, 234]",,0.0,,0.04,,0.05,,0.34,,0.35,,0.0,
0.14,,"[1965, 865, 185, 232]",,0.0,,0.05,,0.06,,0.48,,0.26,,0.0,
0.21,,"[1965, 867, 185, 232]",,0.0,,0.07,,0.03,,0.32,,0.35,,0.0,
0.16,,"[1965, 868, 187, 232]",,0.0,,0.06,,0.07,,0.38,,0.33,,0.01,
0.14,,"[1966, 870, 184, 230]",,0.0,,0.05,,0.12,,0.45,,0.24,,0.0,
0.17,,"[1965, 870, 186, 233]",,0.0,,0.05,,0.17,,0.47,,0.14,,0.01,
0.12,,"[1966, 870, 184, 231]",,0.0,,0.05,,0.17,,0.51,,0.16,,0.0,
0.12,,"[1965, 871, 185, 231]",,0.0,,0.05,,0.21,,0.43,,0.18,,0.0,
0.13,,"[1966, 871, 184, 232]",,0.0,,0.04,,0.25,,0.45,,0.12,,0.01,
0.13,,"[1966, 871, 184, 231]",,0.0,,0.05,,0.24,,0.44,,0.13,,0.01,
0.15,,"[1966, 870, 184, 232]",,0.0,,0.03,,0.28,,0.34,,0.18,,0.01,
0.13,,"[1965, 868, 187, 234]",,0.0,,0.05,,0.3,,0.38,,0.14,,0.0,
0.06,,"[1964, 866, 189, 236]",,0.0,,0.03,,0.52,,0.28,,0.1,,0.0,
0.07,,"[1964, 867, 189, 234]",,0.0,,0.03,,0.51,,0.23,,0.15,,0.0,
0.08,,"[1965, 867, 188, 234]",,0.0,,0.03,,0.5,,0.17,,0.21,,0.0,
0.08,,"[1966, 867, 188, 234]",,0.0,,0.02,,0.54,,0.19,,0.16,,0.0,
0.15,,"[1965, 869, 190, 231]",,0.0,,0.02,,0.18,,0.11,,0.55,,0.0,
0.17,,"[1965, 869, 191, 231]",,0.01,,0.01,,0.05,,0.05,,0.71,,0.0,
0.17,,"[1966, 868, 188, 232]",,0.02,,0.02,,0.03,,0.1,,0.67,,0.0,
0.15,,"[1965, 869, 190, 231]",,0.05,,0.01,,0.03,,0.05,,0.71,,0.0,
0.14,,"[1970, 870, 184, 234]",,0.0,,0.02,,0.03,,0.07,,0.74,,0.0,
0.26,,"[1969, 872, 185, 233]",,0.01,,0.03,,0.03,,0.23,,0.45,,0.0,
0.21,,"[1967, 873, 188, 230]",,0.0,,0.03,,0.05,,0.33,,0.38,,0.0,
0.4,,"[1970, 874, 184, 231]",,0.01,,0.03,,0.03,,0.2,,0.33,,0.0,
0.43,,"[1970, 874, 183, 230]",,0.0,,0.03,,0.04,,0.16,,0.34,,0.0,
0.27,,"[1968, 872, 187, 230]",,0.0,,0.03,,0.08,,0.26,,0.35,,0.0,
0.39,,"[1969, 873, 183, 228]",,0.01,,0.04,,0.04,,0.22,,0.29,,0.0,
0.41,,"[1968, 872, 184, 228]",,0.01,,0.04,,0.07,,0.17,,0.31,,0.0,
0.35,,"[1968, 871, 184, 229]",,0.01,,0.03,,0.09,,0.3,,0.22,,0.0,
0.41,,"[1968, 870, 184, 229]",,0.01,,0.03,,0.07,,0.25,,0.23,,0.0,
0.35,,"[1966, 868, 183, 228]",,0.01,,0.05,,0.05,,0.26,,0.28,,0.0,
0.24,,"[1968, 866, 182, 230]",,0.0,,0.04,,0.16,,0.29,,0.27,,0.0,
0.24,,"[1969, 866, 182, 231]",,0.0,,0.04,,0.05,,0.36,,0.3,,0.0,
0.24,,"[1969, 866, 181, 230]",,0.01,,0.04,,0.12,,0.37,,0.22,,0.0,
0.25,,"[1969, 868, 181, 227]",,0.0,,0.03,,0.05,,0.38,,0.29,,0.0,
0.3,,"[1971, 871, 182, 224]",,0.0,,0.05,,0.02,,0.25,,0.37,,0.0,
0.26,,"[1970, 869, 184, 227]",,0.0,,0.05,,0.03,,0.34,,0.32,,0.0,
0.16,,"[1970, 868, 185, 232]",,0.0,,0.04,,0.15,,0.38,,0.26,,0.01,
0.27,,"[1969, 871, 184, 226]",,0.0,,0.05,,0.12,,0.31,,0.25,,0.0,
0.14,,"[1970, 874, 183, 221]",,0.0,,0.03,,0.29,,0.2,,0.34,,0.0,
0.21,,"[1970, 871, 184, 226]",,0.0,,0.05,,0.22,,0.31,,0.2,,0.0,
0.28,,"[1970, 866, 187, 234]",,0.0,,0.03,,0.11,,0.16,,0.41,,0.01,
0.11,,"[1969, 864, 187, 234]",,0.0,,0.05,,0.37,,0.22,,0.23,,0.02,
0.12,,"[1971, 865, 188, 237]",,0.0,,0.01,,0.08,,0.51,,0.27,,0.01,
0.09,,"[1969, 864, 187, 232]",,0.0,,0.0,,0.07,,0.77,,0.06,,0.0,
0.1,,"[1969, 865, 187, 231]",,0.0,,0.0,,0.02,,0.8,,0.07,,0.0,
0.21,,"[1970, 868, 181, 226]",,0.0,,0.01,,0.02,,0.59,,0.18,,0.0,
0.31,,"[1970, 865, 187, 232]",,0.0,,0.01,,0.01,,0.37,,0.3,,0.0,
0.35,,"[1970, 865, 188, 232]",,0.0,,0.01,,0.01,,0.42,,0.21,,0.0,
0.24,,"[1970, 865, 187, 231]",,0.0,,0.0,,0.02,,0.57,,0.16,,0.0,
0.25,,"[1970, 867, 187, 230]",,0.0,,0.01,,0.01,,0.53,,0.2,,0.0,
0.17,,"[1969, 864, 187, 232]",,0.0,,0.0,,0.02,,0.66,,0.15,,0.0,
0.14,,"[1969, 867, 183, 227]",,0.0,,0.01,,0.01,,0.68,,0.17,,0.0,
0.15,,"[1969, 865, 185, 230]",,0.0,,0.01,,0.01,,0.69,,0.14,,0.0,
0.17,,"[1969, 865, 183, 230]",,0.0,,0.01,,0.01,,0.65,,0.16,,0.0,
0.18,,"[1969, 869, 185, 230]",,0.0,,0.01,,0.01,,0.63,,0.17,,0.0,
0.18,,"[1968, 869, 187, 231]",,0.0,,0.01,,0.01,,0.59,,0.22,,0.0,
0.18,,"[1967, 869, 187, 231]",,0.0,,0.01,,0.01,,0.59,,0.21,,0.0,
0.19,,"[1966, 869, 187, 232]",,0.0,,0.01,,0.01,,0.57,,0.22,,0.0,
